root_size,stem_size,root_branching
1,24,0
5,20,0
3,11,0
8,9,0
5,10,0
5,23,0
10,26,0
4,23,0
4,26,0
10,26,0
7,30,0
4,26,0
8,33,0
5,26,1
4,20,0
25,9,0
9,26,0
6,27,0
2,16,0
6,22,1
4,11,1
5,10,0
