root_size,stem_size,root_branching
25,29,0
79,29,0
76,34,0
20,36,0
74,35,0
66,20,0
70,35,0
0,20,0
90,32,0
40,5,0
49,42,0
50,26,0
72,29,0
46,21,0
60,26,0
78,28,0
68,26,0
70,32,0
69,28,0
69,21,0
11,17,0
