root_size,stem_size,root_branching
64,20,0
65,38,0
30,35,0
85,25,0
30,19,0
70,20,0
60,25,0
30,26,0
60,15,0
80,30,0
102,25,0
65,30,0
30,18,0
70,22,0
15,33,0
67,15,0
75,18,0
81,36,0
27,30,0
33,20,0
19,29,0
