root_size,stem_size,root_branching
20,20,0
10,22,0
69,31,0
68,32,0
13,30,1
12,30,0
14,26,0
37,22,0
17,25,0
117,40,0
21,35,0
27,32,1
46,24,0
23,28,0
17,22,0
13,20,0
16,32,0
36,30,0
52,34,1
41,21,0
22,23,0
