root_size,stem_size,root_branching
64,23,0
66,35,0
25,28,0
65,31,0
75,19,0
66,26,0
60,27,0
62,25,0
20,26,0
95,25,0
60,30,0
64,36,0
11,19,1
45,16,0
50,24,0
79,25,0
22,25,0
63,30,0
56,15,0
38,23,0
40,26,0
54,29,0
47,22,0
50,28,0
39,7,0
