root_size,stem_size,root_branching
47,21,0
80,44,0
60,35,0
50,15,0
95,33,0
60,30,0
74,38,0
70,34,0
65,39,0
110,35,0
105,40,0
70,30,0
55,30,0
30,20,0
85,32,0
70,30,0
70,35,0
70,36,0
108,35,0
70,31,0
25,23,0
