root_size,stem_size,root_branching
57,30,0
59,28,0
38,35,0
84,26,0
69,35,0
77,26,0
64,39,0
89,31,0
75,31,0
54,28,0
54,28,0
60,26,0
42,19,0
59,27,0
90,32,0
75,38,0
65,25,0
48,28,0
60,33,0
90,35,0
43,24,0
56,25,0
