root_size,stem_size,root_branching
32,29,0
20,39,1
20,26,0
10,32,1
6,20,1
8,18,0
22,30,1
30,22,1
27,29,1
33,24,1
21,39,0
21,30,1
18,18,1
45,36,0
7,38,0
17,34,1
7,34,0
33,37,0
51,30,0
38,25,0
9,10,0
5,3,0
