root_size,stem_size,root_branching
83,23,0
84,24,0
62,28,0
52,25,0
38,16,0
3,30,0
49,26,0
20,15,0
70,26,0
86,20,0
78,16,0
46,17,0
54,22,0
75,22,0
22,17,0
63,23,0
10,17,0
54,27,0
15,75,0
34,14,0
64,8,0
59,16,0
